Wavelength,BLOW_01-21-01-1,BLOW_01-21-06-1,BLOW_02-20-02-1,BLOW_03-21-06-1,BLOW_04-20-02-1,BLOW_04-21-06-1,BLOW_05-20-02-1,BLOW_05-21-01-1,BLOW_05-21-06-1,BON_01-20-10-1,BON_01-21-02-1,BON_02-20-10-1,BON_02-21-02-1,BON_03-20-10-1,BON_03-21-02-1,BURJ_01-20-07-1,BURJ_01-20-09-1,BURJ_01-21-03-1,BURJ_02-20-09-1,BURJ_02-21-03-1,BURJ_03-20-07-1,BURJ_03-21-03-1,BURJ_05-20-07-1,BURJ_05-21-03-1,BURJ_07-21-03-1,BURJ_07-21-03-2,DAR_01-20-12-1,DAR_02-20-12-1,DAR_03-20-12-1,DAR_05-20-12-1,EUC_02-21-06-1,EUC_03-21-06-1,EUC_04-21-06-1,EUC_05-21-06-1,HUME_01-17-03-1,HUME_01-17-04-1,HUME_01-17-08-1,HUME_01-17-11-1,HUME_01-18-03-1,HUME_01-20-02-1,HUME_01-20-03-1,HUME_01-20-12-1,HUME_01-21-01-1,HUME_06-17-03-1,HUME_06-17-04-1,HUME_06-17-08-1,HUME_06-17-11-1,HUME_06-20-02-1,HUME_06-20-03-1,HUME_06-20-12-1,HUME_09-17-03-2,HUME_09-17-04-1,HUME_09-17-08-1,HUME_09-17-11-1,HUME_09-18-03-1,HUME_09-20-02-1,HUME_09-20-03-1,HUME_09-20-12-1,HUME_10-17-03-1,HUME_10-17-03-2,HUME_10-17-04-1,HUME_10-17-08-1,HUME_10-17-11-1,HUME_10-18-03-1,HUME_10-20-02-1,HUME_10-20-03-1,HUME_10-20-12-1,HUME_DAMWALL-17-03-1,HUME_DAMWALL-17-03-2,HUME_DAMWALL-17-08-1,HUME_DAMWALL-17-11-1,HUME_DAMWALL-20-02-1,HUME_DAMWALL-20-03-1,HUME_DAMWALL-20-12-1,JIN_01-20-08-1,JIN_01-21-01-1,JIN_02-20-08-1,JIN_02-21-01-1,JIN_03-20-08-1,JIN_04-20-08-1,JIN_04-21-01-1,JIN_05-20-08-1,JIN_05-21-01-1,L145WP42-20-02-1,L145WP42-20-03-1,L25WP10-20-02-1,L25WP10-20-03-1,L25WP3-20-02-1,L25WP3-20-03-1,L25WP6-20-02-1,L25WP6-20-03-1,L55EP10-20-02-1,L55EP10-20-03-1,L55EP10-21-03-1,L55EP4-20-02-1,L55EP4-20-03-1,L55EP4-21-03-1,L55EP6-20-02-1,L55EP6-20-03-1,L55EP6-21-03-1,L55EP8-20-02-1,L55EP8-21-03-1,LBG_07-20-12-1,LBG_09-20-12-1,LBP14-20-03-1,LT_02-20-02-1,PAM_01-20-08-1,PAM_02-20-08-1,PAM_02-21-02-1,PAM_03-20-07-1,PAM_03-21-02-1,PAM_04-20-10-1,PAM_04-21-02-1,VIC_01-20-07-1,VIC_02-20-07-1,VIC_03-20-07-1,WAC_01-20-10-1,WAC_02-20-10-1,WAC_03-20-10-1
512,0.002650604,0.004252433,0.005826944,0.002971107,0.00764541,0.004305688,0.006341865,0.00340763,0.004675662,0.007122584,0.008557047,0.00514858,0.006467545,0.006093041,0.00755708,0.003443808,0.004710722,0.003720943,0.005437334,0.004982945,0.006233878,0.003600019,0.006363144,0.009770395,0.004545453,0.006122926,0.004718739,0.005214156,0.01177391,0.004941212,0.00396709,0.004254365,0.005007786,0.006173024,0.002938625,0.005179747,0.001930522,0.003056827,0.003607953,0.004489817,0.005696399,0.003060075,0.002264574,0.002150028,0.002213963,0.00412366,0.003093378,0.002938078,0.011678774,0.004020555,0.003112589,0.001962841,0.003168939,0.002563798,0.003529669,0.00823713,0.006311064,0.003935571,0.002332597,0.003343873,0.006149358,0.00568008,0.003392495,0.006606756,0.006377714,0.007783657,0.004005644,0.00289079,0.003226378,0.003942552,0.003267403,0.00776769,0.005653287,0.003636143,0.004470625,0.004476766,0.004395897,0.003962723,0.004062882,0.007994092,0.005068918,0.004474486,0.00439011,0.011442325,0.005853843,0.001487066,0.000571312,0.002223207,0.005762693,0.000846178,0.007601427,0.000943282,0.001161347,-0.001124691,0.002664922,0.008026988,-0.000158641,0.001365826,0.000356729,-0.000659343,0.001866547,-0.000410126,0.007341357,0.00640129,0.007308044,0.002594217,0.03768349,0.038120049,0.041951834,0.037749035,0.03826052,0.042565535,0.038441595,0.022733089,0.025430302,0.021902098,0.023816836,0.029910889,0.017503123
513,0.002666169,0.004283177,0.00589169,0.002992356,0.007716456,0.004338832,0.006406284,0.003435121,0.004712881,0.007209067,0.008701103,0.005213159,0.006576512,0.006166245,0.007676004,0.003483264,0.00477168,0.003787563,0.005489875,0.005076101,0.006297903,0.003658819,0.006450112,0.00992763,0.00462073,0.006226396,0.00475859,0.005257504,0.011883175,0.004982574,0.003996415,0.004287124,0.005042433,0.006214451,0.00298115,0.005245163,0.001948323,0.003089343,0.00364785,0.004549689,0.005791394,0.003099949,0.002298303,0.002184452,0.002233289,0.004156363,0.003124298,0.002985146,0.011810673,0.0040615,0.003151042,0.001980063,0.003201584,0.002594629,0.003567395,0.008355355,0.00640433,0.003977155,0.002364451,0.00339753,0.006219975,0.005763175,0.003428892,0.00670345,0.006466179,0.007909619,0.004053065,0.002932034,0.003266922,0.003981513,0.003303776,0.007882344,0.005729759,0.003673762,0.004501376,0.004506279,0.004430236,0.003990003,0.00409199,0.008058801,0.005104062,0.004506895,0.004421921,0.011749288,0.005950137,0.001501069,0.000588543,0.002254923,0.005925474,0.00084919,0.007720845,0.000953112,0.001176576,-0.001114479,0.002700809,0.008109485,-0.000103493,0.001366579,0.000371575,-0.000650434,0.001881125,-0.000388914,0.00747895,0.006507372,0.007351247,0.002639769,0.038031282,0.03847293,0.042311983,0.038084975,0.038606003,0.042944906,0.038810623,0.022996609,0.02571071,0.022162035,0.024051533,0.030387279,0.017832887
514,0.002680564,0.004311648,0.005953753,0.003012025,0.007784337,0.004369668,0.00646778,0.003461126,0.004747589,0.007295038,0.008843082,0.005277314,0.006683539,0.006239017,0.007792967,0.003520724,0.004830105,0.003852773,0.005538819,0.005167479,0.006358409,0.003716201,0.006533073,0.010080537,0.004694074,0.006327313,0.004796372,0.005298572,0.011987319,0.005021727,0.004023637,0.004317708,0.005074324,0.006252077,0.003022386,0.00530814,0.001965132,0.003120523,0.003685909,0.004608113,0.005884467,0.003138176,0.002330762,0.002217865,0.002251453,0.004186703,0.00315374,0.00303115,0.01193695,0.004100237,0.00318794,0.001996268,0.003232568,0.00262411,0.003603313,0.008470658,0.006496372,0.004016569,0.002395318,0.00344944,0.00628724,0.005843475,0.003463752,0.006796991,0.006551301,0.008031675,0.004098069,0.00297195,0.003305769,0.004018044,0.003338644,0.007994909,0.005804437,0.003709329,0.004529522,0.004533259,0.004461747,0.004015232,0.004118824,0.008118465,0.00513635,0.004536703,0.004451352,0.012040862,0.006035087,0.001508492,0.000603319,0.00227729,0.006078917,0.000846336,0.007828492,0.000959522,0.001188292,-0.001105547,0.002722296,0.008177297,-5.17E-05,0.001359511,0.000384136,-0.000642659,0.001885762,-0.000368878,0.007612421,0.00661263,0.007379145,0.002683886,0.038343912,0.03878968,0.042634521,0.038388132,0.038917469,0.043286026,0.039144018,0.023237187,0.025969931,0.022399013,0.02427324,0.030844131,0.018151557
515,0.00269853,0.00434407,0.006021008,0.003034076,0.007862405,0.004404265,0.006533806,0.003491915,0.00478631,0.007404763,0.009003483,0.00535814,0.006804204,0.006332116,0.007926858,0.003560626,0.00489204,0.003924368,0.005590611,0.005267631,0.006423135,0.003778621,0.006617425,0.01024666,0.004773821,0.006437466,0.004840134,0.005346735,0.012107103,0.005067334,0.004053704,0.004351884,0.005109905,0.006293282,0.003067131,0.005377116,0.001983691,0.003155434,0.003728008,0.004674614,0.005987833,0.003178855,0.002364904,0.002253746,0.002271564,0.004220223,0.003186478,0.003081593,0.012080261,0.00414241,0.003228197,0.002014184,0.003265545,0.002656561,0.003642708,0.008599283,0.006603528,0.004059173,0.002429058,0.00350437,0.006359672,0.005928608,0.003502548,0.00689776,0.006641908,0.008162193,0.004145568,0.003015445,0.003347883,0.004055995,0.003377367,0.008124477,0.005889415,0.003747673,0.004560507,0.004564783,0.004495319,0.004044687,0.004148439,0.008181807,0.005173601,0.004569517,0.004485086,0.012466326,0.006186769,0.001563188,0.000633366,0.002365797,0.006298175,0.000881714,0.008005863,0.000987502,0.001220478,-0.001096314,0.002826415,0.008311835,-2.70E-06,0.001406389,0.000408234,-0.000635323,0.001956126,-0.000348206,0.007755034,0.006724751,0.007497872,0.002729477,0.038698619,0.0391451,0.042997464,0.038738296,0.039271502,0.0436677,0.039515186,0.02349212,0.026246122,0.022652904,0.024514527,0.031315026,0.018481117
516,0.002716338,0.004376273,0.006087848,0.003055982,0.007939861,0.004438671,0.006599998,0.00352257,0.004824766,0.007512777,0.009162519,0.005437761,0.006923602,0.006423722,0.008059679,0.003600161,0.004953554,0.003995337,0.00564157,0.005366866,0.0064873,0.003840477,0.006701114,0.010409986,0.004852892,0.006546507,0.004883648,0.00539469,0.012226424,0.00511257,0.00408364,0.004385929,0.005145346,0.006334225,0.003111982,0.005445877,0.002002169,0.003190182,0.003769749,0.004740413,0.006090442,0.003219186,0.002398767,0.002289619,0.002291705,0.004253548,0.003218993,0.003131701,0.012221067,0.004184171,0.003268259,0.002031948,0.003298477,0.002688769,0.003681784,0.008726711,0.006709759,0.004101403,0.002462572,0.003558896,0.006431765,0.006013442,0.003541229,0.006998135,0.006731501,0.008290688,0.004192655,0.003058605,0.003389954,0.004093968,0.003415706,0.008253636,0.005973867,0.003785783,0.004591287,0.004596136,0.004528674,0.004073982,0.004177764,0.008244563,0.005210758,0.004602102,0.004518619,0.01286184,0.006321856,0.001607099,0.000659786,0.002439443,0.006502658,0.000908148,0.008166573,0.001010379,0.001247692,-0.001087099,0.002909527,0.008428064,4.61E-05,0.001440588,0.000429256,-0.000628004,0.002011422,-0.000327615,0.007894969,0.006834308,0.007594616,0.002773476,0.03905169,0.03949891,0.043358613,0.039086903,0.039623837,0.044047723,0.039885394,0.023745906,0.026521101,0.022905757,0.024752237,0.03177897,0.018806754
517,0.002733904,0.004408257,0.006154341,0.003077731,0.008016444,0.004472938,0.006666508,0.003553177,0.00486289,0.007619188,0.0093203,0.005516227,0.007041552,0.006514095,0.008191542,0.003639349,0.005014639,0.004065754,0.005691867,0.005465262,0.00655093,0.003901768,0.006783657,0.010570725,0.004931373,0.006654366,0.004926922,0.005442508,0.012345359,0.00515733,0.004113422,0.004419878,0.005180717,0.006374874,0.003156967,0.005514534,0.002020582,0.003224716,0.003811174,0.004805447,0.00619227,0.003259122,0.002432337,0.002325528,0.002312029,0.004286761,0.003251267,0.003181524,0.012360044,0.004225528,0.003308062,0.002049522,0.003331403,0.002720718,0.003720425,0.008853008,0.006815179,0.004143198,0.002495883,0.003613027,0.006503599,0.006098216,0.003579801,0.007098392,0.006819802,0.008417061,0.004239446,0.003101573,0.003432061,0.004132049,0.003453629,0.008382805,0.006058287,0.003823783,0.004621841,0.004627372,0.004561892,0.004103175,0.004206651,0.008306551,0.005248139,0.004634455,0.004551978,0.013169179,0.006408882,0.001620221,0.000675898,0.00247076,0.006660822,0.000909392,0.008276663,0.001018864,0.001260823,-0.001077901,0.002932967,0.008491854,9.47E-05,0.001439085,0.000441514,-0.000620704,0.00202407,-0.000307106,0.008032251,0.006941414,0.007628832,0.002815922,0.039403135,0.039851121,0.04371798,0.039433963,0.039974486,0.044426105,0.040254644,0.023998553,0.026794877,0.023157581,0.024987133,0.032235151,0.019128649
518,0.002751908,0.004439556,0.006219502,0.00309877,0.008094709,0.004506026,0.006732486,0.003584661,0.004899596,0.007754526,0.009491176,0.005617627,0.007169828,0.006631396,0.008337575,0.003678578,0.005076651,0.004140334,0.005741904,0.005570905,0.006613576,0.003965804,0.006864226,0.010738972,0.005014413,0.006767837,0.004970866,0.005491056,0.012466418,0.005202866,0.004141301,0.00445194,0.005214039,0.006412784,0.003202598,0.005581569,0.00203836,0.003258883,0.003851466,0.00487602,0.006302502,0.003298899,0.002465139,0.00236167,0.002331909,0.004318303,0.003282683,0.003233052,0.012514129,0.004266734,0.00334738,0.002066694,0.003362623,0.00275237,0.003758867,0.008990144,0.006933037,0.004184794,0.00252905,0.00366527,0.006573424,0.006179718,0.003617582,0.007196466,0.006911521,0.008547467,0.004285016,0.003144425,0.003474286,0.004167848,0.003491038,0.008525706,0.006149969,0.003861754,0.00465086,0.004658853,0.004594368,0.004132438,0.004234555,0.008367248,0.005285196,0.004665413,0.004585111,0.013528161,0.006519974,0.001653228,0.000698557,0.002528348,0.006843539,0.000926629,0.008413071,0.001036412,0.001282645,-0.001068513,0.002988867,0.008578382,0.000137779,0.001459479,0.00045846,-0.000613722,0.002063998,-0.000286772,0.008176352,0.007052255,0.007697283,0.002859246,0.03977057,0.040213666,0.044092468,0.039793038,0.040331547,0.044813834,0.040629506,0.024245103,0.027062586,0.02340303,0.025222284,0.032686112,0.019448883
519,0.002771363,0.004472975,0.006286746,0.003121178,0.008177125,0.00454104,0.00680166,0.003618148,0.004938448,0.007900696,0.009669688,0.005727526,0.007304028,0.006758337,0.008491193,0.003719458,0.005141162,0.004217734,0.005794469,0.005680725,0.006678957,0.004032269,0.006947584,0.010913181,0.005100729,0.006885634,0.005017404,0.005542553,0.012594386,0.005251207,0.004170895,0.00448581,0.005249616,0.006453452,0.003249523,0.005650718,0.002056914,0.003294238,0.003893202,0.004950068,0.006417734,0.003340157,0.002498835,0.002398707,0.002352839,0.0043513,0.003315294,0.003286321,0.012676867,0.004309854,0.003388144,0.002084707,0.003394909,0.002785113,0.003798861,0.009134276,0.007057413,0.004228262,0.002563153,0.003718433,0.006645576,0.006262901,0.003656664,0.007296863,0.007006706,0.0086836,0.004332238,0.003188403,0.003517968,0.004204929,0.003529669,0.008676148,0.006246324,0.003901596,0.004681992,0.004692862,0.004629041,0.004163933,0.004264429,0.008431787,0.005324963,0.004698528,0.004620636,0.013901446,0.006638013,0.001692271,0.000723135,0.002593773,0.0070338,0.000948726,0.008557564,0.001056675,0.001307052,-0.001058105,0.003054494,0.008671465,0.000181438,0.001486521,0.000476777,-0.000606044,0.002112131,-0.000265443,0.008324044,0.007165593,0.00777598,0.002903858,0.04017485,0.040612231,0.044504794,0.040188038,0.040723877,0.045239194,0.041040539,0.024509479,0.02734778,0.023667366,0.025468264,0.033145956,0.019776083
520,0.00279072,0.004506111,0.006353169,0.003143296,0.008258899,0.004575504,0.00687063,0.003651409,0.00497717,0.008043859,0.009845732,0.005835593,0.007436627,0.006882387,0.008642719,0.003759844,0.005204633,0.004293961,0.005846273,0.00578896,0.006743906,0.004097742,0.007030817,0.011083457,0.005185931,0.007002114,0.005063443,0.005593657,0.012721244,0.005299062,0.00420019,0.004519459,0.00528477,0.006493769,0.003295811,0.005719173,0.002075326,0.003329298,0.003934465,0.005023428,0.006531848,0.003381052,0.002532164,0.002435077,0.002372891,0.004383889,0.003347563,0.003338895,0.012835288,0.004352288,0.00342866,0.002102544,0.003427063,0.002817589,0.003838442,0.009276428,0.007178098,0.004271419,0.002596835,0.003770891,0.006716903,0.006344849,0.003695422,0.007395853,0.00710057,0.008818862,0.004378603,0.003231773,0.003561141,0.004241911,0.003567836,0.008824079,0.006340998,0.003940953,0.004712789,0.004726213,0.004663359,0.004194936,0.004294133,0.008495685,0.005363994,0.004730883,0.004655642,0.014270358,0.006753422,0.001730365,0.000747182,0.002657109,0.00722195,0.000969618,0.008699442,0.001076169,0.001330629,-0.001047726,0.003117485,0.008761361,0.00022473,0.001512521,0.000494615,-0.000598394,0.002158304,-0.00024427,0.008467785,0.007275471,0.00785327,0.002947545,0.040575563,0.041007291,0.044913482,0.040579557,0.041112676,0.045660961,0.041448844,0.024771658,0.027630559,0.023929575,0.025707394,0.033598103,0.020098086
521,0.002810656,0.004540694,0.006420498,0.003166414,0.008342808,0.004611342,0.006940739,0.003685708,0.005017168,0.008206921,0.010031298,0.005960433,0.00757707,0.007026591,0.008804258,0.003801485,0.005269601,0.004373901,0.005899781,0.005903113,0.006811559,0.004166348,0.007115573,0.011260855,0.005275122,0.007123999,0.005110676,0.005645779,0.012851311,0.005348214,0.004231145,0.004554549,0.005321319,0.006535519,0.003343824,0.005790491,0.002094656,0.003365783,0.003977095,0.005101276,0.006651826,0.003422515,0.002565757,0.002472521,0.002394304,0.004418319,0.00338095,0.003393198,0.013006319,0.00439575,0.003471021,0.002121584,0.003460695,0.002851031,0.003879578,0.00942704,0.007308202,0.004315667,0.002631391,0.003824248,0.006791112,0.006429018,0.00373552,0.007497938,0.007195862,0.008959331,0.004425603,0.003276859,0.00360618,0.00428075,0.003607256,0.008981526,0.006440912,0.003981057,0.004744735,0.004760547,0.004698554,0.004226808,0.004324857,0.008561908,0.00540458,0.00476439,0.0046915,0.014626549,0.006859386,0.001764523,0.000770136,0.00271525,0.007403068,0.000987598,0.008833794,0.001094026,0.00135272,-0.001036519,0.003170914,0.008841294,0.000266928,0.001533959,0.000511351,-0.00059014,0.002199399,-0.000222239,0.008615397,0.007388278,0.007920358,0.002992099,0.041002839,0.041427675,0.045344533,0.040999654,0.041521393,0.046109401,0.041878025,0.025045059,0.027924438,0.024203881,0.025952095,0.034053685,0.020423884
522,0.002829187,0.004573417,0.006483585,0.00318807,0.008423623,0.004644809,0.007006942,0.003718564,0.00505449,0.008398441,0.010226377,0.006109296,0.007725905,0.007200145,0.008976976,0.003842026,0.005333151,0.004457245,0.005951363,0.006023193,0.006876924,0.004237095,0.007196517,0.011442949,0.00536732,0.007250283,0.00515588,0.005695394,0.012976466,0.005395321,0.004260489,0.004587624,0.00535496,0.006573396,0.003392081,0.005861643,0.002113651,0.003401768,0.00401862,0.005182886,0.006777108,0.003462382,0.002597905,0.002509969,0.002415853,0.00445173,0.003413451,0.003447807,0.013189921,0.004437475,0.003513453,0.002140731,0.003493407,0.002883744,0.003920044,0.009584477,0.007448765,0.004358266,0.002665284,0.003876108,0.006864025,0.006511384,0.003774592,0.007598703,0.007288679,0.009100493,0.004470263,0.003322126,0.003651243,0.00431825,0.003645956,0.009148194,0.006544807,0.004019363,0.004774281,0.004792763,0.004730943,0.004256679,0.00435337,0.008623894,0.005443052,0.004795567,0.00472518,0.014963149,0.006950126,0.00179223,0.000791403,0.002765133,0.007572616,0.001000895,0.008955821,0.001109299,0.001372506,-0.001025529,0.003208768,0.008905214,0.000303209,0.001547904,0.000526354,-0.000582088,0.00223237,-0.000200378,0.008764835,0.007501961,0.00797059,0.003036199,0.041419178,0.041834875,0.045758262,0.041411461,0.041913548,0.04653979,0.042288166,0.025301295,0.028202472,0.024461281,0.026187548,0.034492856,0.020740831
523,0.002847547,0.004605923,0.006546337,0.003209636,0.008503739,0.004678224,0.007072607,0.003751004,0.005091435,0.008586806,0.010419523,0.00625603,0.007873301,0.007370752,0.009148107,0.003882153,0.005396232,0.004539835,0.006002125,0.006142007,0.006941605,0.00430725,0.007277127,0.011621569,0.005458561,0.007375272,0.005200792,0.00574457,0.013100721,0.005442156,0.004289862,0.004620505,0.005388312,0.006611067,0.003439773,0.005932522,0.002132504,0.003437417,0.004059828,0.005263558,0.006901372,0.003501759,0.00262976,0.002546911,0.002437434,0.004484831,0.003445745,0.003501973,0.013369867,0.004478889,0.003555654,0.002159795,0.003525965,0.002916198,0.003960192,0.009740442,0.007588999,0.004400427,0.002698889,0.00392761,0.006936511,0.006593412,0.003813248,0.00769876,0.007380622,0.009239177,0.004514572,0.00336688,0.003695919,0.004355722,0.003684412,0.009312795,0.00664763,0.004057192,0.004803677,0.004824909,0.004763117,0.004286359,0.004381646,0.00868589,0.005481212,0.004826925,0.004758539,0.015306924,0.007045331,0.001822825,0.000813538,0.002819372,0.007747104,0.001016695,0.009083044,0.001125988,0.00139363,-0.001014568,0.003252686,0.008974359,0.000339268,0.001565486,0.000542173,-0.000574061,0.002269736,-0.00017864,0.008908552,0.007611646,0.008027013,0.00307929,0.041832837,0.042239457,0.046169215,0.04182066,0.042302996,0.046967584,0.042696433,0.025555983,0.028478804,0.024717201,0.026419956,0.03492239,0.021051713
524,0.002866463,0.004639361,0.006609949,0.003231793,0.008585282,0.004712398,0.007139605,0.003783959,0.005129166,0.008774051,0.010613423,0.006401973,0.008021474,0.007540091,0.009320182,0.003922882,0.00546026,0.004622915,0.006053612,0.006261186,0.007007142,0.004377804,0.007359237,0.011800227,0.005550366,0.007501199,0.00524672,0.0057949,0.013226843,0.005490057,0.004319914,0.004654215,0.005422601,0.006650145,0.003487792,0.006004799,0.002151846,0.003473584,0.00410182,0.005344538,0.007026198,0.003541629,0.00266201,0.002584103,0.002459651,0.004518764,0.003478794,0.003556483,0.013549534,0.00452105,0.003598565,0.002179299,0.00355918,0.002949167,0.004001037,0.009896927,0.007730302,0.004443259,0.002732913,0.003979801,0.007010322,0.006676985,0.003852558,0.007800075,0.007473477,0.009377979,0.004559705,0.003412001,0.003741195,0.004394112,0.003723631,0.009477286,0.006750955,0.00409561,0.004834042,0.004858298,0.004796271,0.004316983,0.004410753,0.008749907,0.005520407,0.004859514,0.004792979,0.01565639,0.007144114,0.001855751,0.000836362,0.002877109,0.007925748,0.001034505,0.009214584,0.001143808,0.001415821,-0.00100325,0.003301475,0.009047685,0.000376203,0.001585989,0.000558642,-0.000565708,0.002310627,-0.000156452,0.009049483,0.007719612,0.00808841,0.003122219,0.042258025,0.042658004,0.046593155,0.042241324,0.042705936,0.047408162,0.0431184,0.025817817,0.028762342,0.024980624,0.0266564,0.03535145,0.021361762
525,0.002882574,0.004670681,0.006667343,0.003252058,0.008659756,0.004742908,0.007200541,0.003813658,0.005163143,0.009009451,0.010821112,0.006592486,0.008183033,0.007762875,0.009509821,0.003964253,0.005524186,0.004710746,0.006103482,0.006388608,0.007070842,0.00445138,0.007437598,0.01198644,0.005646043,0.007634546,0.005289113,0.005841526,0.013342069,0.005534193,0.004347021,0.004684745,0.005452911,0.006684081,0.003534407,0.006075409,0.002170489,0.003507507,0.00414061,0.005429376,0.007157534,0.003579067,0.002691953,0.002620706,0.002481356,0.004549944,0.003509005,0.003611324,0.013736037,0.004560181,0.003640224,0.0021983,0.003590157,0.002979714,0.00403936,0.010060629,0.007884979,0.00448318,0.002765556,0.00402816,0.007081441,0.006757852,0.003889798,0.007898738,0.00756587,0.00951999,0.004601306,0.003456527,0.003785299,0.004429915,0.003760563,0.009653503,0.00685922,0.004131616,0.004861167,0.004888005,0.004826265,0.004344654,0.004436743,0.008809817,0.005555937,0.004888916,0.004823964,0.015975125,0.007224203,0.001881326,0.000857205,0.002923059,0.008088983,0.001046006,0.009329956,0.001158432,0.00143502,-0.000992274,0.003330966,0.009102555,0.000405058,0.00159766,0.000573394,-0.000557539,0.00234059,-0.000134306,0.009197695,0.007831107,0.00813142,0.003164619,0.042669244,0.043069568,0.046992662,0.042650146,0.043088949,0.047835349,0.043514763,0.026059572,0.029025045,0.025224078,0.026880866,0.03575881,0.021659138
526,0.002898518,0.004701735,0.006724222,0.003272139,0.008733538,0.004773097,0.007261133,0.003843102,0.005196806,0.009242878,0.011027395,0.006781839,0.008343605,0.007983993,0.009698366,0.004005268,0.005587688,0.004797927,0.006152682,0.006515135,0.007134032,0.004524439,0.00751532,0.012170564,0.005741025,0.007766852,0.005331142,0.00588775,0.013456588,0.005577906,0.004373885,0.004715031,0.005482954,0.006717616,0.003580528,0.006145652,0.002188996,0.003541113,0.004179052,0.005513687,0.007287857,0.003616185,0.002721604,0.002656931,0.002502878,0.004580896,0.003538945,0.00366579,0.013919415,0.00459892,0.003681553,0.002217159,0.003620972,0.003009922,0.004077246,0.010222908,0.008038796,0.004522795,0.002797973,0.004076038,0.007151919,0.006838244,0.003926706,0.007996808,0.007657398,0.009661697,0.004642482,0.003500577,0.003828963,0.004465599,0.003797102,0.009828532,0.006966828,0.004167327,0.004888036,0.004917455,0.004855916,0.004372058,0.004462453,0.008869138,0.005591151,0.004917917,0.004854691,0.016296041,0.007305693,0.001908114,0.000878424,0.002970757,0.008254114,0.001058589,0.009447348,0.001173672,0.001454737,-0.000981352,0.003362819,0.009159295,0.000433511,0.001610888,0.000588466,-0.000549415,0.002372373,-0.000112287,0.009343106,0.007939824,0.008176394,0.00320627,0.043077334,0.043478147,0.047388639,0.043055963,0.043468595,0.048259441,0.043908401,0.026299217,0.029285513,0.025465475,0.027102614,0.036159838,0.021953406
527,0.00291468,0.004732904,0.006780992,0.003292282,0.008807683,0.004803349,0.007321984,0.003872813,0.00523064,0.009473847,0.011232797,0.00696921,0.00850344,0.008202548,0.009886121,0.00404617,0.005651291,0.004884706,0.006201585,0.006641146,0.007197286,0.004597311,0.00759298,0.012353562,0.005835698,0.007898343,0.005373322,0.005934205,0.013572437,0.005621789,0.00440074,0.00474542,0.005513261,0.006751252,0.003626602,0.006216034,0.002207597,0.003574812,0.004217552,0.005598249,0.007417437,0.00365344,0.00275122,0.002693038,0.002524456,0.004612241,0.00356899,0.00372023,0.014100279,0.004637709,0.003722849,0.002236014,0.00365192,0.003040196,0.004115155,0.010384549,0.008192179,0.004562736,0.002830542,0.004123854,0.007222398,0.006918866,0.003963664,0.008094918,0.007748675,0.009803845,0.004683731,0.003544447,0.003872445,0.004501565,0.003833678,0.010003146,0.007074119,0.004203277,0.004915117,0.004947345,0.004885547,0.004399695,0.004488332,0.008928344,0.005626701,0.004946652,0.004885885,0.016634543,0.007396208,0.001940955,0.00090173,0.003027634,0.008428724,0.001076421,0.009574927,0.001191999,0.001477188,-0.00097032,0.003406963,0.009226757,0.00046221,0.001631616,0.000605256,-0.000541204,0.002413309,-9.02E-05,0.009486343,0.008046621,0.008232055,0.003247453,0.043488117,0.043888631,0.047787836,0.043464259,0.043851284,0.048685996,0.044305599,0.026540051,0.029547017,0.025708234,0.027324443,0.036557272,0.022246661
528,0.002930243,0.004763247,0.006834362,0.00331181,0.008879976,0.004833654,0.007380537,0.003901795,0.00526361,0.009734792,0.011447171,0.007183626,0.008670503,0.00844977,0.010084541,0.004086651,0.005715585,0.004973756,0.006251367,0.006771445,0.007258636,0.004672333,0.007669572,0.012539611,0.005932761,0.008033369,0.005414479,0.005979904,0.013687849,0.005665145,0.004427462,0.004775069,0.005542634,0.006783377,0.00367311,0.006286516,0.002225646,0.003607587,0.004254634,0.005685326,0.007550569,0.00369024,0.002780294,0.002729097,0.002545956,0.004642572,0.003598215,0.003775423,0.014292389,0.004676337,0.003764035,0.002255061,0.003681793,0.003069691,0.004151928,0.010551452,0.008353341,0.00460218,0.002862595,0.004169782,0.007291141,0.006996862,0.003998803,0.00819114,0.007839379,0.009943586,0.004724181,0.003588138,0.003915611,0.004535134,0.003869193,0.010184578,0.007183912,0.004238659,0.004941969,0.004976783,0.004914382,0.004426946,0.004513452,0.008985653,0.005661752,0.004975086,0.004916513,0.016931297,0.007468602,0.001964762,0.00092199,0.003069878,0.008585748,0.001086644,0.009685885,0.001205872,0.001495496,-0.000958701,0.003430141,0.009276002,0.000488798,0.001640593,0.000620022,-0.000532468,0.002440731,-6.76E-05,0.009632779,0.008154888,0.008269295,0.003288985,0.043911898,0.044304058,0.048196604,0.043883618,0.044240121,0.049118768,0.04470391,0.026775424,0.029802219,0.025945333,0.027540067,0.036943822,0.022535151
