Wave,490,560,665,705,740,783,842,865
Acai_04_2014_Ponto_01,0.007996613,0.013666296,0.01548948,0.012936156,0.005047214,0.005016584,0.004207939,0.003038604
Acai_04_2014_Ponto_02,0.007072352,0.012349968,0.014554953,0.01244417,0.004278,0.004182495,0.003331655,0.001988093
Acai_04_2014_Ponto_03,0.009204968,0.015238479,0.017804823,0.015164951,0.005848878,0.005733078,0.004859081,0.003436715
Aranamai_07_2016_Ponto_01,0.009116377,0.015650517,0.017993635,0.016470676,0.00563919,0.005591906,0.004388918,0.0027562
Aranamai_07_2016_Ponto_02,0.009782796,0.016802186,0.020133975,0.019075428,0.006649684,0.006756522,0.005234616,0.003189311
Arapiuns_08_2021_Ponto_01,0.002651791,0.003781757,0.002276833,0.001558012,0.000416717,0.000374236,0.000206725,9.83E-05
Arapiuns_08_2021_Ponto_02,0.002283078,0.003297585,0.002022829,0.001409263,0.000421858,0.000383724,0.000234905,0.000134177
Arapiuns_08_2021_Ponto_03,0.002293294,0.003285677,0.001962862,0.001333842,0.000327829,0.000293398,0.000135765,4.06E-05
Arapiuns_08_2021_Ponto_031,0.002293294,0.003285677,0.001962862,0.001333842,0.000327829,0.000293398,0.000135765,4.06E-05
ARTAAM_08_2021_Ponto_01,0.009003141,0.015184921,0.016947781,0.013932468,0.004656876,0.004676913,0.003696358,0.00247322
Branco_08_2019_Ponto_01,0.006843277,0.009836276,0.007208671,0.005751502,0.002840433,0.002953329,0.002529392,0.002276504
Branco_08_2019_Ponto_02,0.005989983,0.008797237,0.006213586,0.004971758,0.002442206,0.002476044,0.002160454,0.001843383
Branco_08_2019_Ponto_03,0.005982272,0.009063131,0.006486248,0.0053052,0.002651124,0.002702843,0.002376956,0.002147867
BuaBua_07_2015_Ponto_01,0.004781075,0.007622038,0.006607742,0.004646699,0.001296893,0.001222828,0.000953306,0.000578919
BuaBua_07_2015_Ponto_02,0.005404789,0.007395644,0.005955913,0.004246941,0.00153834,0.001466852,0.001195446,0.000911016
BuaBua_07_2015_Ponto_03,0.005189798,0.007475197,0.006155894,0.004326474,0.001358476,0.001278634,0.000996288,0.000678663
BuaBua_07_2016_Ponto_01,0.003636578,0.00477002,0.004322163,0.00359965,0.0016223,0.001406361,0.001106875,0.00077293
BuaBua_07_2016_Ponto_01_R,0.001877939,0.002691075,0.002126383,0.002029459,0.000687987,0.000615734,0.000479213,0.000319981
BuaBua_07_2016_Ponto_02,0.002700817,0.00357242,0.003029007,0.002361638,0.000872885,0.000658713,0.000418072,0.000124159
BuaBua_07_2016_Ponto_02_R,0.002238336,0.002980608,0.002618048,0.002205557,0.000943358,0.000886037,0.000700702,0.000515853
BuaBua_07_2016_Ponto_03,0.002572051,0.003809888,0.00348744,0.002676506,0.000772083,0.000705444,0.000543142,0.000324833
BuaBua_07_2016_Ponto_03_R,0.001768633,0.002445724,0.002045427,0.001754841,0.00061662,0.000557193,0.000439422,0.000301374
BuaBua_07_2016_Ponto_04,0.00308941,0.004079005,0.003315142,0.002494921,0.000849964,0.00065862,0.000314735,5.70E-05
BuaBua_07_2016_Ponto_04_R,0.002375067,0.003255277,0.002700458,0.002269559,0.000787055,0.000745246,0.000588659,0.000409382
BuaBua_07_2016_Ponto_05,0.002320719,0.00319008,0.002774259,0.002043721,0.000608959,0.000551684,0.000428257,0.000269257
BuaBua_07_2016_Ponto_05_R,0.002026784,0.002866174,0.002332808,0.001923983,0.000659527,0.000616774,0.000485089,0.000336956
BuaBua_07_2016_Ponto_06,0.002645939,0.003586413,0.003064219,0.00246941,0.000686765,0.000489808,0.000215715,-6.15E-05
BuaBua_07_2016_Ponto_06_R,0.001988129,0.00276664,0.002323472,0.001951978,0.000680285,0.000636087,0.000496949,0.00033225
Cerrado_08_2019_Ponto_01,0.011333302,0.018195486,0.016505622,0.015389744,0.006322258,0.006532031,0.005642211,0.00462403
Cerrado_08_2019_Ponto_02,0.008578264,0.012952519,0.011338364,0.010493159,0.004907885,0.005105147,0.004567928,0.003860597
Cerrado_08_2019_Ponto_03,0.012388762,0.018783532,0.017293729,0.015781538,0.005320046,0.005296346,0.004319848,0.002726755
Cerrado_08_2019_Ponto_04,0.006857196,0.008677551,0.00786672,0.007394734,0.005809124,0.006352755,0.005972959,0.006230943
Concordia_08_2019_Ponto_01,0.008304412,0.013191442,0.009554342,0.010222281,0.004923157,0.005010695,0.004577891,0.004114395
Concordia_08_2019_Ponto_02,0.005927225,0.008810472,0.005543372,0.005962844,0.00283828,0.00292707,0.002494376,0.002197219
Concordia_08_2019_Ponto_03,0.00251799,0.003739596,0.00213075,0.002344488,0.000998918,0.00097268,0.000732921,0.00055682
Concordia_08_2019_Ponto_04,0.003768257,0.006530022,0.004151367,0.00488318,0.001886387,0.001935556,0.001629242,0.001323221
Curape_08_2019_Ponto_01,0.028027658,0.044277988,0.044658813,0.044765702,0.020575847,0.021150983,0.01767531,0.013202261
Curape_08_2019_Ponto_02,0.027520986,0.043599402,0.045195015,0.043533811,0.020324249,0.021088893,0.017439017,0.013015233
Curape_08_2019_Ponto_03,0.02565932,0.039611964,0.039073928,0.038988977,0.017872741,0.018352277,0.014956874,0.011264464
Curuai_02_2013_Ponto_P01,0.025111288,0.035572498,0.037335767,0.035353932,0.01952947,0.019478495,0.017416134,0.014183635
Curuai_02_2013_Ponto_P02,0.026686439,0.037177096,0.038967794,0.037220286,0.020866855,0.020816695,0.01850398,0.014913212
Curuai_02_2013_Ponto_P03,0.028949317,0.040391622,0.044056317,0.042760578,0.025327407,0.025517112,0.022764431,0.018533565
Curuai_02_2013_Ponto_P04,0.019680492,0.026905262,0.030379068,0.02987891,0.018400076,0.01834145,0.016587756,0.013677331
Curuai_02_2013_Ponto_P06,0.025298097,0.033407039,0.038503375,0.040215842,0.03052513,0.031474459,0.029278446,0.025593047
Curuai_02_2013_Ponto_P07,0.018391771,0.029234565,0.035366382,0.034529523,0.017370236,0.017577542,0.014860331,0.010995383
Curuai_02_2013_Ponto_P08,0.022824413,0.032662303,0.039579121,0.039510623,0.023684272,0.024195509,0.020975263,0.016344533
Curuai_02_2013_Ponto_P09,0.027286957,0.038595825,0.046641668,0.047085359,0.030386545,0.030745997,0.027119507,0.021466868
Curuai_02_2013_Ponto_P11,0.027063237,0.035407472,0.038236725,0.037234598,0.026140942,0.026421991,0.024782572,0.022234642
Curuai_02_2013_Ponto_P12,0.024619124,0.03221088,0.033630911,0.032967298,0.023160186,0.023271545,0.021930921,0.019965386
